date,open,high,low,close,volume
2020-03-18,4.0027300938755275,4.119314666439759,3.886145830154419,3.886145830154419,793909521
2020-03-19,3.860238313674927,3.9509149655303015,3.7695616618195524,3.8602383136749268,1259700851
2020-03-20,3.9314845996555063,4.015684197472007,3.8796690586658547,3.9573922157287598,1071668289
2020-03-23,3.8213770689526014,3.9055769754366367,3.8019462025166146,3.8537614345550537,747499914
2020-03-24,4.03511466811494,4.080453146217127,3.9638685764809654,4.0610222816467285,662244406
2020-03-25,4.080453950483195,4.145222997078781,4.054546331844961,4.099884510040283,746927830
2020-03-26,4.022161205258711,4.099884052499667,4.009207397385219,4.054545879364014,487622444
2020-03-27,4.099883653109671,4.125791266332867,4.048068426663279,4.073976039886475,299493296
2020-03-30,4.015683555518331,4.099883448717645,4.002729749552521,4.041591167449951,494057095
2020-03-31,4.09340758040874,4.119315197911573,4.028638227808495,4.106361389160156,318720687
2020-04-01,4.0351148141622355,4.1063609083748975,4.002730141653809,4.02216100692749,353657470
2020-04-02,3.9832997136851565,4.035114944295185,3.9832997136851565,4.028637886047363,242035123
2020-04-03,3.9897765313581717,4.009207397590979,3.957392166094349,3.970345973968506,249022565
2020-04-06,4.015684078394856,4.061022559600199,3.970345906032649,4.028637886047363,197816517
2020-04-07,4.0545462545364135,4.099884431867268,4.015684518476868,4.080453872680664,334837474
2020-04-08,4.035114765167236,4.093407051437359,4.022160958089779,4.035114765167236,325491429
2020-04-09,4.067499339451233,4.073976088412623,4.022160861349047,4.0610222816467285,221965479
2020-04-14,4.0610222816467285,4.099883701944411,4.03511466811494,4.0610222816467285,298220768
2020-04-15,4.048068621396981,4.073976235866471,4.02216100692749,4.02216100692749,271787588
2020-04-16,3.9833000125918674,4.009207629840988,3.9509153366088863,3.9509153366088867,331962959
2020-04-17,3.989776711768442,4.028638137148156,3.9638690948486333,3.963869094848633,270535568
2020-04-20,3.9832998820895025,3.9897766317680095,3.9379613989673574,3.9444384574890137,179735709
2020-04-21,3.918530502276288,3.937961058474912,3.886145830154419,3.886145830154419,235780927
2020-04-22,3.853761453052942,3.918530802255025,3.853761453052942,3.89262318611145,208017280
2020-04-23,3.8667149166779486,3.937961009147754,3.8667149166779486,3.899099588394165,190666207
2020-04-24,3.8990999357257707,3.9250075518693457,3.8861461276539835,3.89262318611145,161844515
2020-04-27,3.937960967099896,4.015683807777183,3.918530411352132,3.996253252029419,257220293
2020-04-28,3.983299488801094,4.067499388210308,3.983299488801094,4.048068523406982,260427695
2020-04-29,4.073976763131932,4.0998843809544585,4.061022954220668,4.09340763092041,220639587
2020-05-04,3.976823055957928,3.9962539238152117,3.9185310700724116,3.9250078201293945,320253955
2020-05-05,3.9444384574890132,3.9638690153676834,3.925007590767194,3.9444384574890137,146019497
2020-05-06,3.9250074919873845,3.996253589716821,3.9250074919873845,3.970345973968506,254982027
2020-05-07,3.9509149087537403,3.9638687159754986,3.9185305451209076,3.9379611015319824,255896471
2020-05-08,3.963868758190117,3.996253431010967,3.9573920089318246,3.989776372909546,156962072
2020-05-11,4.022161136642678,4.054545810195513,4.022161136642678,4.028637886047363,168755886
2020-05-12,3.996253431010967,4.009207238370681,3.970345816291539,3.989776372909546,156462273
2020-05-13,3.963868866217566,4.022161155346486,3.957392116782762,3.983299732208252,144963861
2020-05-14,3.9703460738893397,3.9768228235678467,3.9314846492888504,3.9444384574890137,197047974
2020-05-15,3.9703462039673068,3.9768229538580075,3.9185309694690647,3.9509153366088867,171515486
2020-05-18,3.931484678472831,3.9962537199544363,3.931484678472831,3.976822853088379,191689190
2020-05-19,4.067499437282443,4.0739761863996105,4.028637707206946,4.035114765167236,288917883
2020-05-20,4.03511466811494,4.067499339451233,4.022160861349047,4.0610222816467285,208654152
2020-05-21,4.067499339451233,4.086929895178517,4.03511466811494,4.0610222816467285,204168826
2020-05-22,3.976822429901343,4.00920710161756,3.892622839356793,3.899099588394165,487447742
2020-05-25,3.899099974366868,3.9638690153676834,3.873192357966542,3.9444384574890137,201684483
2020-05-26,3.983299831802013,4.015684197472007,3.9573922157287598,3.9573922157287598,191617912
2020-05-27,3.9832998820895025,4.002730439968173,3.925007590767194,3.9444384574890137,266486266
2020-05-28,3.9509146670140343,4.022160756796021,3.944437918221003,4.002729892730713,282149164
2020-05-29,3.925007590767194,3.9832998820895025,3.925007590767194,3.9444384574890137,451399153
2020-06-01,4.093406904225428,4.106360710837025,4.035114620051681,4.073976039886475,369083223
2020-06-02,4.041591792648037,4.086930274963379,4.035115043084785,4.086930274963379,215468379
2020-06-03,4.125791897274611,4.145222764585053,4.099884280089461,4.119315147399902,315453276
2020-06-04,4.145222815414406,4.145222815414406,4.080453771657323,4.106361389160156,220578996
2020-06-05,4.099883885881206,4.171129980711559,4.080453329282191,4.138745307922363,287266167
2020-06-08,4.151698879556063,4.158175937283418,4.061022233274877,4.073976039886475,290194643
2020-06-09,4.073976712860033,4.158176624165822,4.061022904108617,4.106361389160156,269016397
2020-06-10,4.132268558670401,4.177606729963521,4.093407136629244,4.138745307922363,314226523
2020-06-11,4.112837328033974,4.15169874662448,4.067499160766602,4.067499160766602,214191528
2020-06-12,3.9897769859446033,4.0415922233449475,3.9897769859446033,4.015684604644775,229835928
2020-06-15,4.002730469681021,4.022161336547079,3.950915236495737,3.976822853088379,299519386
2020-06-16,4.054545810195513,4.0674996178480205,4.015684078394856,4.028637886047363,224188981
2020-06-17,3.9962533924579997,4.048068621396981,3.970345777988509,4.02216100692749,203803110
2020-06-18,3.983299445249871,4.015683807777183,3.9638685806589917,3.996253252029419,335381374
2020-06-19,3.983299781638234,4.073976436752682,3.9703459737647413,4.054545879364014,352261233
2020-06-22,4.015684604644775,4.0480692824415785,3.9897769859446033,4.015684604644775,266589979
2020-06-23,3.9962535895117264,4.054545879364014,3.963868915406424,4.054545879364014,195048973
2020-06-24,4.0674996178480205,4.0739763672527065,4.022161136642678,4.028637886047363,143472210
2020-06-26,4.048068479147609,4.048068479147609,3.9962532520294185,3.996253252029419,222323440
2020-06-29,3.976822478897114,4.048068572244694,3.976822478897114,4.035114765167236,316386324
2020-06-30,4.067499339451233,4.093406952983021,4.028637610310436,4.0610222816467285,370222275
2020-07-02,4.088284223611774,4.1774582862854,4.088284223611774,4.1774582862854,491339842
2020-07-03,4.191176849609167,4.2186149691574935,4.177457789835004,4.211755275726318,238915507
2020-07-06,4.252912089952629,4.4929961060224715,4.232333665602056,4.47241735458374,738327288
2020-07-07,4.486136934986053,4.568451296139071,4.451839120961531,4.499855995178223,614533478
2020-07-08,4.506715774536133,4.561592016348558,4.465558593176814,4.506715774536133,431247221
2020-07-09,4.513575076250774,4.513575076250774,4.438120081300678,4.4655585289001465,329685977
2020-07-10,4.410681679552761,4.438119798314506,4.3420863826483975,4.383243560791016,276498323
2020-07-13,4.383244435424188,4.390104130027497,4.314649124832307,4.328368186950684,275496342
2020-07-14,4.29407015822304,4.300929524880339,4.232334222866339,4.287210464477539,300227674
2020-07-15,4.321508191315231,4.321508191315231,4.198036323107931,4.232334136962891,238601571
2020-07-16,4.232334006646564,4.24605306634849,4.198036193847656,4.198036193847656,215849792
2020-07-17,4.204895887242711,4.232334006646564,4.18431713414573,4.198036193847656,129058057
2020-07-20,4.170598592039018,4.225474837657179,4.143160469229937,4.1774582862854,186917765
2020-07-21,4.2254747303291955,4.2254747303291955,4.1500200580649,4.156879425048828,272019036
2020-07-22,4.15687888035086,4.191176692040926,4.115721702575684,4.115721702575684,267633742
2020-07-23,4.12258135012889,4.143159775244673,4.081423845720985,4.088283538818359,226128230
2020-07-24,4.088283907989235,4.088283907989235,4.012828912545404,4.019688606262207,282783629
2020-07-27,4.088283492966461,4.095142858898734,4.0402666230878825,4.060845375061035,171186420
2020-07-28,4.102002505287483,4.108861871141778,4.012828459564498,4.033407211303711,189791119
2020-07-29,4.067705153927027,4.067705153927027,4.019688606262207,4.019688606262207,101148729
2020-07-30,4.053985673436234,4.053985673436234,3.944233202047474,3.9579522609710693,291055301
2020-07-31,3.9716716243435344,4.005969437825707,3.896216630935669,3.896216630935669,306555866
2020-08-03,3.9030763244673796,3.9167953844426107,3.861919144541687,3.896216630935669,294307773
2020-08-04,3.909935458524016,4.040266684086573,3.896216399364177,3.9991095066070557,260049011
2020-08-05,3.9991094608555056,4.01968821290392,3.9510929178894845,3.9716713428497314,237031227
2020-08-06,3.9716713836218167,3.98539044276554,3.909935453930977,3.9510929584503174,180907797
2020-08-07,3.937373416414474,3.9510928021034846,3.8756378162547156,3.903075933456421,226577143
2020-08-10,3.9099356909109,3.923654750886131,3.8824975709604383,3.896216630935669,134907064
2020-08-11,3.95109300360661,4.0128286069148436,3.93737361721792,3.9785311222076416,198273812
2020-08-12,3.951093220211623,4.019688520474701,3.9236547730181988,4.012828826904297,185020391
2020-08-13,4.026547666215359,4.033407359409704,3.944233310412265,3.9785311222076416,186107962
2020-08-14,3.95109300360661,4.0196883001091885,3.95109300360661,3.9785311222076416,169549682
2020-08-17,3.9785314252259907,4.067705153927027,3.971671731509188,4.019688606262207,212350378
2020-08-18,4.033407211303711,4.047126270100465,4.005969093710203,4.033407211303711,146842194
2020-08-19,4.067704763880661,4.074564456939697,3.992250102760269,4.074564456939697,167854450
2020-08-20,4.00596910743337,4.019688166277121,3.9167950614049043,3.9442331790924072,370338049
2020-08-21,3.9785310358952586,3.9853904018526185,3.9442332248439573,3.9716713428497314,110096385
2020-08-24,3.9991094608555056,3.9991094608555056,3.9579522838468444,3.9716713428497314,167045876
2020-08-25,3.964811953976949,3.985390378818259,3.944233202047474,3.9579522609710693,150125989
2020-08-26,3.978530966429552,3.978530966429552,3.923654404287989,3.930514097213745,141356361
2020-08-27,3.9373738108613616,3.9510931979247834,3.889357264492149,3.896216630935669,181421802
2020-08-28,3.9099357333020874,3.930514487032142,3.875638246536255,3.875638246536255,352855233
2020-08-31,3.8756381586803883,3.9305143979322996,3.765885353088379,3.765885353088379,496735636
2020-09-01,3.71786880728705,3.7796047399895434,3.71786880728705,3.765885353088379,219467258
2020-09-02,3.717869240837058,3.7453073636626417,3.676712056598683,3.6904311180114746,389334851
2020-09-03,3.635554872360307,3.7384476694121336,3.635554872360307,3.6904311180114746,268275296
2020-09-04,3.6972900735526033,3.7727450664666287,3.6698519537817194,3.7315878868103027,456083353
2020-09-07,3.7247281712896902,3.7727450441487855,3.704149745127354,3.7178688049316406,227409001
2020-09-08,3.759025774231621,3.841340128456331,3.7315876561567176,3.8344807624816895,248263427
2020-09-09,3.7658859148096697,3.8139027948614057,3.7521668529503502,3.7727456092834473,230170981
2020-09-10,3.779604737595022,3.786464103953072,3.704149745127354,3.7178688049316406,134842807
2020-09-11,3.7453068151517437,3.7453068151517437,3.6904305775373585,3.6972899436950684,157959024
2020-09-14,3.683570839173303,3.71100895764442,3.669851779937744,3.669851779937744,120278921
2020-09-15,3.662992974796386,3.704150158805666,3.649273913459959,3.6767120361328125,166135994
2020-09-16,3.704149591570727,3.71100895764442,3.6629924138640515,3.669851779937744,125249101
2020-09-17,3.662992912704573,3.683571340816274,3.6286950964007807,3.635554790496826,213679592
2020-09-18,3.6629929335574625,3.6904310559214104,3.6355548111935145,3.6492738723754883,329202893
2020-09-21,3.676712194749866,3.690431256678147,3.6218359470367427,3.621835947036743,209288177
2020-09-22,3.6286948148358618,3.635554508399636,3.6012566947571485,3.608116388320923,179300922
2020-09-23,3.601256454446815,3.608116147552845,3.539520524845227,3.553239583969116,227267788
2020-09-24,3.5189424447198374,3.525801811410227,3.4709255695343018,3.4709255695343018,254597769
2020-09-25,3.484644586672137,3.518942400962202,3.4366280391718833,3.4434874057769775,219083702
2020-09-28,3.4503469907415014,3.498363536728638,3.4434872972643746,3.477785110473633,156528959
2020-09-29,3.4915041032474146,3.498363469504545,3.4091894185445804,3.4366278648376465,250167522
2020-09-30,3.4777852200670427,3.525801767567296,3.4366280391718833,3.4434874057769775,217607797
2020-10-05,3.450346815064029,3.4709252402712645,3.416049003601074,3.416049003601074,191021864
2020-10-06,3.450346815064029,3.450346815064029,3.416049003601074,3.416049003601074,172776519
2020-10-07,3.3954703589421387,3.4503469244400886,3.3817512993396965,3.4366278648376465,302349973
2020-10-08,3.4160492851802045,3.457206466075364,3.4091895914869124,3.4434874057769775,154705759
2020-10-09,3.457206466075364,3.4777852200670427,3.4297683454785908,3.4434874057769775,214985520
2020-10-12,3.4297685468505086,3.676711973808446,3.4297685468505086,3.635554790496826,542755389
2020-10-14,3.6218357293929526,3.6698522797124005,3.580678218993115,3.635554790496826,379721673
2020-10-15,3.6218354483602795,3.690430748557063,3.5806779411540175,3.608116388320923,453665075
2020-10-16,3.608116472680545,3.8139023780822754,3.601256778956387,3.8139023780822754,648776626
2020-10-19,3.909935668852674,3.9442334821413527,3.8550594292613396,3.882497549057007,1410979401
2020-10-20,3.882497964354118,3.8893576585808867,3.8001835961622388,3.8413407802581787,398140872
2020-10-21,3.8619191227543506,3.909935668852674,3.8619191227543506,3.882497549057007,312260946
2020-10-22,3.8550591777811074,4.012828519858393,3.8550591777811074,3.9716713428497314,519709896
2020-10-23,3.9579523697127805,4.0196883001091885,3.9579523697127805,3.9785311222076416,304589702
2020-10-27,3.9510931960894626,3.9579525625297967,3.8413403892504063,3.8482000827789307,412831332
2020-10-28,3.841340541938361,3.8482002357395486,3.75902617885333,3.7933239936828613,293651424
2020-10-29,3.7110091138364676,3.8070428596154993,3.7110091138364676,3.765885353088379,286268227
2020-10-30,3.745306769277403,3.779604580910386,3.649273354628493,3.669851779937744,388054515
2020-11-02,3.6972901805412803,3.8550595373333376,3.6904308139441637,3.8001832962036133,432343116
2020-11-03,3.8550594073584574,3.9236547064578953,3.848200040992607,3.8687784671783447,308715818
2020-11-04,3.94423345973182,3.94423345973182,3.84134034753857,3.8687784671783447,270529858
2020-11-05,3.97853109955137,3.9991095248408697,3.8962164171288536,3.9648120403289795,375439017
2020-11-06,3.971671710160292,4.0128288909752765,3.9373738959370392,4.005969524383545,331079996
2020-11-09,4.047126705947282,4.074564826495681,4.026547951991884,4.053986072540283,353003766
2020-11-10,4.129440761834076,4.136300455007358,4.067704831627225,4.115721702575684,454690795
2020-11-11,4.163739325266902,4.246053695678711,4.115722445649231,4.246053695678711,536246141
2020-11-12,4.252912455048808,4.252912455048808,4.1294409170813395,4.211755275726318,411187096
2020-11-13,4.150019491380694,4.163738550563433,4.053985750013349,4.1020026206970215,363043198
2020-11-16,4.095143253362882,4.122581700999479,4.019688585398883,4.053986072540283,364337582
2020-11-17,4.040266713110441,4.136300455007358,4.0334073470253315,4.115721702575684,288200972
2020-11-18,4.102002751219989,4.17059804931634,4.060845572362179,4.136300563812256,352884985
2020-11-19,4.115721570046098,4.1225812629984935,4.053985641827195,4.081423759460449,618556545
2020-11-20,4.074564847643829,4.081424214272432,4.012828912545404,4.019688606262207,281179890
2020-11-23,4.0196881754323766,4.06084535205737,3.9853903647008,4.047126293182373,301296400
2020-11-24,4.047126705198529,4.053986071790262,3.999109830703615,4.005969524383545,211345578
2020-11-25,4.012828870259941,4.102002925109499,4.012828870259941,4.040266990661621,290627772
2020-11-26,4.012828955228291,4.108862378667599,4.012828955228291,4.0951433181762695,246202157
2020-11-27,4.102002754193699,4.211755231227425,4.081424001205784,4.184317111968994,761533820
2020-11-30,4.225474268314439,4.3695245571968115,4.129440851422252,4.170598030090332,1313908116
2020-12-01,4.184317221421917,4.287210334876593,4.163738794983896,4.252912521362305,550833407
2020-12-02,4.2529124994008765,4.26663155931811,4.170598139897471,4.239193439483643,272154054
2020-12-03,4.184317547160975,4.2254747303291955,4.136300997008827,4.156879425048828,406409320
2020-12-04,4.156879530634477,4.1774582862854,4.129441407825396,4.1774582862854,469180569
2020-12-07,4.122581766247132,4.136300826738462,4.02654801571962,4.0951433181762695,330839457
2020-12-08,4.08828382073778,4.08828382073778,3.9991097668516815,4.012828826904297,277224933
2020-12-09,4.005969116557379,4.074564410932369,4.005969116557379,4.047126293182373,183698957
2020-12-10,3.9922496401553995,4.0265471202118315,3.978530582715201,3.9853899478912354,219289700
2020-12-11,3.978530582715201,4.005968697595598,3.9579518330108376,3.9853899478912354,253123122
2020-12-14,3.992250135881487,4.040266679340433,3.9442332653343706,3.9510929584503174,279193537
2020-12-15,3.923654341191763,3.978530902450857,3.889356858379005,3.937373399734497,409638609
2020-12-16,3.9716712967799097,4.00596910743337,3.9305141202486555,3.9442331790924072,239342364
2020-12-17,3.9716712096354114,3.9716712096354114,3.889356858379005,3.937373399734497,324202430
2020-12-18,3.909935368438947,3.9510928720583642,3.87563788487365,3.9442331790924072,645127121
2020-12-21,3.875638246536255,3.91679542690817,3.868778552930172,3.875638246536255,223699577
2020-12-22,3.875638224704283,3.903076344797664,3.855059471090151,3.8619191646575928,177375634
2020-12-23,3.8413404770509065,3.868778597615769,3.779604869324065,3.8001832962036133,355500936
2020-12-24,3.896216630935669,3.896216630935669,3.896216630935669,3.896216630935669,0
2020-12-28,3.896216439316373,3.999109547614328,3.896216439316373,3.9785311222076416,347813094
2020-12-29,4.005969503703619,4.053986050862461,3.978531383301939,4.040266990661621,286761976
2020-12-30,4.060845311756444,4.067704677581787,3.985390325148709,4.067704677581787,250538137
