date,open,high,low,close,volume
2020-01-02,45.26176048151741,45.33614470103428,45.07580418892701,45.298954010009766,14629077
2020-01-03,45.29895652058803,45.5221035165703,44.81546899806978,44.92704391479492,14419537
2020-01-06,44.70389035213447,44.927040166969526,44.48074337476719,44.62950897216797,13809308
2020-01-07,44.778276994333616,44.85265837832791,44.480745783420595,44.55513000488281,8818594
2020-01-08,44.108829498291016,44.183213713530115,43.774107623384275,44.108829498291016,16826669
2020-01-09,44.294789715933646,44.55513023620113,44.294789715933646,44.51793670654297,17802374
2020-01-10,44.592320928391366,44.666702312771825,44.4435553221625,44.51793670654297,19011475
2020-01-13,44.25759759468546,44.85265716291875,44.25759759468546,44.59231948852539,40492594
2020-01-14,44.480752251360116,44.62951787844861,44.369180159144996,44.44356155395508,19350077
2020-01-15,44.33197781069052,44.59231831570452,44.33197781069052,44.480743408203125,11324313
2020-01-16,44.480745783420595,44.85265837832791,44.44355509142345,44.55513000488281,12528971
2020-01-17,44.51793143613407,44.92703751419698,44.51793143613407,44.74108123779297,12045168
2020-01-20,44.55512879753603,44.81546647192939,44.55512879753603,44.59231948852539,11801544
2020-01-21,44.14602381513156,44.48074571754601,43.99726104736328,43.99726104736328,23520201
2020-01-22,43.88568252750908,44.25759509130153,43.88568252750908,44.108829498291016,13123069
2020-01-23,43.84849548339844,44.10883316470587,43.66253918604515,43.84849548339844,22887881
2020-01-24,43.62534472720469,43.885682386033075,43.588151200971204,43.69972610473633,6897204
2020-01-29,42.50960439188343,43.06747320102905,42.47241086796639,42.807132720947266,35228942
2020-01-30,42.546797355478105,42.69556294670585,42.17488479614258,42.17488479614258,32487044
2020-01-31,42.546797557016234,42.62117893424862,42.28645706176758,42.28645706176758,23220130
2020-02-03,41.91455193845693,42.21208317511905,41.728595624910156,42.026126861572266,26826542
2020-02-04,41.654215611278296,42.28646596324789,41.654215611278296,42.10050964355469,24510379
2020-02-05,41.87735122530343,42.249263763427734,41.87735122530343,42.249263763427734,25450085
2020-02-06,42.993101577183104,43.32782352815609,42.54680753419802,43.06748580932617,21438723
2020-02-07,42.732757716536646,43.10467031139341,42.732757716536646,42.99309539794922,16166118
2020-02-10,43.03027604578235,43.66252901193866,42.955894679160316,43.21623229980469,21510391
2020-02-11,43.290625245130514,43.81130342902178,43.290625245130514,43.62534713745117,13625708
2020-02-12,43.922879608073735,44.33198292028481,43.81130752518058,44.146026611328125,20911601
2020-02-13,44.44355638927776,44.55513130599536,44.108834476592946,44.22040939331055,20939325
2020-02-14,44.25760384577752,44.55513509065239,44.14602891958238,44.369178771972656,14762829
2020-02-17,43.99725600440944,44.33197503099057,43.885681103904005,44.18321228027344,20379817
2020-02-18,44.14602119595345,44.14602119595345,42.769945813463885,42.955902099609375,49578379
2020-02-19,41.840168049460964,42.58399325922916,41.80297735646615,42.39803695678711,69758711
2020-02-20,42.249263763427734,42.472410718808824,42.10049818068452,42.249263763427734,47355008
2020-02-21,42.026124211118606,42.39803681475683,42.026124211118606,42.137699127197266,41477293
2020-02-24,42.1377017846876,42.24927387033477,42.026126861572266,42.026126861572266,49917796
2020-02-25,41.654215553606505,41.91455326582924,41.654215553606505,41.69140625,47023549
2020-02-26,41.24510593684478,41.54263430014841,41.170721717918006,41.3566780090332,88500751
2020-02-27,40.76162063392003,40.76162063392003,40.315326646264005,40.46409225463867,47341944
2020-02-28,39.68307598204047,39.720269514542665,39.42273827933402,39.5343132019043,68658071
2020-03-02,39.050820763195226,39.38554265151617,39.050820763195226,39.27396774291992,45360511
2020-03-03,39.42273074690321,39.49711212275938,39.088008880615234,39.088008880615234,45432000
2020-03-04,38.49295434308682,38.64171995151988,37.78631983113077,38.1954231262207,78906347
2020-03-05,38.344191239169845,38.75329456098106,38.3070005439994,38.530147552490234,53217412
